LAUS_code,state_fips,county_fips,county_state,year,labor_force,employed,unemployed,unemployment_rate
CN3805100000000,38,51,"McIntosh County, ND",2021,1093,1055,38,3.5
CN3805300000000,38,53,"McKenzie County, ND",2021,8620,8144,476,5.5
CN3805500000000,38,55,"McLean County, ND",2021,4698,4525,173,3.7
CN3805700000000,38,57,"Mercer County, ND",2021,3670,3498,172,4.7
CN3805900000000,38,59,"Morton County, ND",2021,17062,16409,653,3.8
CN3806100000000,38,61,"Mountrail County, ND",2021,6486,6259,227,3.5
CN3806300000000,38,63,"Nelson County, ND",2021,1395,1343,52,3.7
CN3806500000000,38,65,"Oliver County, ND",2021,873,840,33,3.8
CN3806700000000,38,67,"Pembina County, ND",2021,3327,3166,161,4.8
CN3806900000000,38,69,"Pierce County, ND",2021,1681,1624,57,3.4
CN3807100000000,38,71,"Ramsey County, ND",2021,5730,5543,187,3.3
CN3807300000000,38,73,"Ransom County, ND",2021,2696,2627,69,2.6
CN3807500000000,38,75,"Renville County, ND",2021,1201,1160,41,3.4
CN3807700000000,38,77,"Richland County, ND",2021,8669,8431,238,2.7
CN3807900000000,38,79,"Rolette County, ND",2021,4780,4271,509,10.6
CN3808100000000,38,81,"Sargent County, ND",2021,2386,2322,64,2.7
CN3808300000000,38,83,"Sheridan County, ND",2021,661,626,35,5.3
CN3808500000000,38,85,"Sioux County, ND",2021,1213,1170,43,3.5
CN3808700000000,38,87,"Slope County, ND",2021,356,346,10,2.8
CN3808900000000,38,89,"Stark County, ND",2021,17518,16695,823,4.7
CN3809100000000,38,91,"Steele County, ND",2021,932,904,28,3.0
CN3809300000000,38,93,"Stutsman County, ND",2021,10389,10077,312,3.0
CN3809500000000,38,95,"Towner County, ND",2021,1138,1101,37,3.3
CN3809700000000,38,97,"Traill County, ND",2021,4439,4304,135,3.0
CN3809900000000,38,99,"Walsh County, ND",2021,5274,5032,242,4.6
CN3810100000000,38,101,"Ward County, ND",2021,31812,30452,1360,4.3
CN3810300000000,38,103,"Wells County, ND",2021,1896,1816,80,4.2
CN3810500000000,38,105,"Williams County, ND",2021,20877,19473,1404,6.7
CN3900100000000,39,1,"Adams County, OH",2021,10967,10275,692,6.3
CN3900300000000,39,3,"Allen County, OH",2021,47538,44818,2720,5.7
CN3900500000000,39,5,"Ashland County, OH",2021,26333,25190,1143,4.3
CN3900700000000,39,7,"Ashtabula County, OH",2021,43322,40944,2378,5.5
CN3900900000000,39,9,"Athens County, OH",2021,25533,24107,1426,5.6
CN3901100000000,39,11,"Auglaize County, OH",2021,24365,23465,900,3.7
CN3901300000000,39,13,"Belmont County, OH",2021,27892,26187,1705,6.1
CN3901500000000,39,15,"Brown County, OH",2021,19366,18331,1035,5.3
CN3901700000000,39,17,"Butler County, OH",2021,195166,186387,8779,4.5
CN3901900000000,39,19,"Carroll County, OH",2021,12726,12006,720,5.7
CN3902100000000,39,21,"Champaign County, OH",2021,19413,18560,853,4.4
CN3902300000000,39,23,"Clark County, OH",2021,62458,59135,3323,5.3
CN3902500000000,39,25,"Clermont County, OH",2021,106976,102346,4630,4.3
CN3902700000000,39,27,"Clinton County, OH",2021,17953,16971,982,5.5
CN3902900000000,39,29,"Columbiana County, OH",2021,45832,43202,2630,5.7
CN3903100000000,39,31,"Coshocton County, OH",2021,13772,12968,804,5.8
CN3903300000000,39,33,"Crawford County, OH",2021,18066,17016,1050,5.8
CN3903500000000,39,35,"Cuyahoga County, OH",2021,595326,556610,38716,6.5
CN3903700000000,39,37,"Darke County, OH",2021,25684,24679,1005,3.9
CN3903900000000,39,39,"Defiance County, OH",2021,17564,16739,825,4.7
CN3904100000000,39,41,"Delaware County, OH",2021,114622,110501,4121,3.6
CN3904300000000,39,43,"Erie County, OH",2021,37279,34918,2361,6.3
CN3904500000000,39,45,"Fairfield County, OH",2021,79813,76349,3464,4.3
CN3904700000000,39,47,"Fayette County, OH",2021,13748,13091,657,4.8
CN3904900000000,39,49,"Franklin County, OH",2021,709058,673958,35100,5.0
CN3905100000000,39,51,"Fulton County, OH",2021,21631,20612,1019,4.7
CN3905300000000,39,53,"Gallia County, OH",2021,12111,11427,684,5.6
CN3905500000000,39,55,"Geauga County, OH",2021,47402,45445,1957,4.1
CN3905700000000,39,57,"Greene County, OH",2021,82422,78872,3550,4.3
CN3905900000000,39,59,"Guernsey County, OH",2021,17904,16906,998,5.6
CN3906100000000,39,61,"Hamilton County, OH",2021,415153,394977,20176,4.9
CN3906300000000,39,63,"Hancock County, OH",2021,41002,39311,1691,4.1
CN3906500000000,39,65,"Hardin County, OH",2021,13677,12972,705,5.2
CN3906700000000,39,67,"Harrison County, OH",2021,6502,6096,406,6.2
CN3906900000000,39,69,"Henry County, OH",2021,12745,12088,657,5.2
CN3907100000000,39,71,"Highland County, OH",2021,17499,16511,988,5.6
CN3907300000000,39,73,"Hocking County, OH",2021,12874,12255,619,4.8
CN3907500000000,39,75,"Holmes County, OH",2021,21400,20808,592,2.8
CN3907700000000,39,77,"Huron County, OH",2021,27725,26108,1617,5.8
CN3907900000000,39,79,"Jackson County, OH",2021,12672,11894,778,6.1
CN3908100000000,39,81,"Jefferson County, OH",2021,27241,25475,1766,6.5
CN3908300000000,39,83,"Knox County, OH",2021,31102,29846,1256,4.0
CN3908500000000,39,85,"Lake County, OH",2021,122641,116398,6243,5.1
CN3908700000000,39,87,"Lawrence County, OH",2021,23226,22039,1187,5.1
CN3908900000000,39,89,"Licking County, OH",2021,91375,87636,3739,4.1
CN3909100000000,39,91,"Logan County, OH",2021,22462,21532,930,4.1
CN3909300000000,39,93,"Lorain County, OH",2021,151288,142587,8701,5.8
CN3909500000000,39,95,"Lucas County, OH",2021,204976,192214,12762,6.2
CN3909700000000,39,97,"Madison County, OH",2021,20815,20014,801,3.8
CN3909900000000,39,99,"Mahoning County, OH",2021,98659,92395,6264,6.3
CN3910100000000,39,101,"Marion County, OH",2021,27974,26659,1315,4.7
CN3910300000000,39,103,"Medina County, OH",2021,95616,91488,4128,4.3
CN3910500000000,39,105,"Meigs County, OH",2021,8744,8164,580,6.6
CN3910700000000,39,107,"Mercer County, OH",2021,22895,22181,714,3.1
CN3910900000000,39,109,"Miami County, OH",2021,53518,51238,2280,4.3
CN3911100000000,39,111,"Monroe County, OH",2021,5312,4923,389,7.3
CN3911300000000,39,113,"Montgomery County, OH",2021,248437,234606,13831,5.6
CN3911500000000,39,115,"Morgan County, OH",2021,6756,6334,422,6.2
CN3911700000000,39,117,"Morrow County, OH",2021,16911,16149,762,4.5
CN3911900000000,39,119,"Muskingum County, OH",2021,40348,38273,2075,5.1
CN3912100000000,39,121,"Noble County, OH",2021,4628,4314,314,6.8
CN3912300000000,39,123,"Ottawa County, OH",2021,20630,19371,1259,6.1
CN3912500000000,39,125,"Paulding County, OH",2021,8600,8227,373,4.3
CN3912700000000,39,127,"Perry County, OH",2021,15922,15034,888,5.6
CN3912900000000,39,129,"Pickaway County, OH",2021,26648,25460,1188,4.5
CN3913100000000,39,131,"Pike County, OH",2021,10912,10225,687,6.3
CN3913300000000,39,133,"Portage County, OH",2021,84767,80765,4002,4.7
CN3913500000000,39,135,"Preble County, OH",2021,21552,20677,875,4.1
CN3913700000000,39,137,"Putnam County, OH",2021,18877,18240,637,3.4
CN3913900000000,39,139,"Richland County, OH",2021,51520,48658,2862,5.6
CN3914100000000,39,141,"Ross County, OH",2021,35174,33475,1699,4.8
CN3914300000000,39,143,"Sandusky County, OH",2021,30368,28788,1580,5.2
CN3914500000000,39,145,"Scioto County, OH",2021,29306,27495,1811,6.2
CN3914700000000,39,147,"Seneca County, OH",2021,26771,25509,1262,4.7
CN3914900000000,39,149,"Shelby County, OH",2021,23791,22797,994,4.2
CN3915100000000,39,151,"Stark County, OH",2021,182193,172691,9502,5.2
CN3915300000000,39,153,"Summit County, OH",2021,265068,250658,14410,5.4
CN3915500000000,39,155,"Trumbull County, OH",2021,83322,77977,5345,6.4
CN3915700000000,39,157,"Tuscarawas County, OH",2021,44346,42291,2055,4.6
CN3915900000000,39,159,"Union County, OH",2021,29989,28936,1053,3.5
CN3916100000000,39,161,"Van Wert County, OH",2021,14591,14016,575,3.9
CN3916300000000,39,163,"Vinton County, OH",2021,5513,5172,341,6.2
CN3916500000000,39,165,"Warren County, OH",2021,121173,116335,4838,4.0
CN3916700000000,39,167,"Washington County, OH",2021,26727,25250,1477,5.5
CN3916900000000,39,169,"Wayne County, OH",2021,60229,58061,2168,3.6
CN3917100000000,39,171,"Williams County, OH",2021,18467,17672,795,4.3
CN3917300000000,39,173,"Wood County, OH",2021,69203,66238,2965,4.3
CN3917500000000,39,175,"Wyandot County, OH",2021,12816,12363,453,3.5
CN4000100000000,40,1,"Adair County, OK",2021,8467,8156,311,3.7
CN4000300000000,40,3,"Alfalfa County, OK",2021,2683,2620,63,2.3
CN4000500000000,40,5,"Atoka County, OK",2021,5021,4784,237,4.7
CN4000700000000,40,7,"Beaver County, OK",2021,2625,2580,45,1.7
CN4000900000000,40,9,"Beckham County, OK",2021,9706,9286,420,4.3
CN4001100000000,40,11,"Blaine County, OK",2021,4402,4272,130,3.0
CN4001300000000,40,13,"Bryan County, OK",2021,21988,21266,722,3.3
CN4001500000000,40,15,"Caddo County, OK",2021,12011,11566,445,3.7
CN4001700000000,40,17,"Canadian County, OK",2021,78317,75802,2515,3.2
CN4001900000000,40,19,"Carter County, OK",2021,21388,20447,941,4.4
CN4002100000000,40,21,"Cherokee County, OK",2021,19939,19116,823,4.1
CN4002300000000,40,23,"Choctaw County, OK",2021,5940,5633,307,5.2
CN4002500000000,40,25,"Cimarron County, OK",2021,1503,1476,27,1.8
CN4002700000000,40,27,"Cleveland County, OK",2021,144386,139744,4642,3.2
CN4002900000000,40,29,"Coal County, OK",2021,2292,2188,104,4.5
CN4003100000000,40,31,"Comanche County, OK",2021,47741,45802,1939,4.1
CN4003300000000,40,33,"Cotton County, OK",2021,2708,2598,110,4.1
CN4003500000000,40,35,"Craig County, OK",2021,5714,5506,208,3.6
CN4003700000000,40,37,"Creek County, OK",2021,31131,29812,1319,4.2
CN4003900000000,40,39,"Custer County, OK",2021,15179,14686,493,3.2
CN4004100000000,40,41,"Delaware County, OK",2021,18692,18066,626,3.3
CN4004300000000,40,43,"Dewey County, OK",2021,2728,2654,74,2.7
CN4004500000000,40,45,"Ellis County, OK",2021,2102,2043,59,2.8
CN4004700000000,40,47,"Garfield County, OK",2021,26842,25917,925,3.4
CN4004900000000,40,49,"Garvin County, OK",2021,12682,12206,476,3.8
CN4005100000000,40,51,"Grady County, OK",2021,26685,25758,927,3.5
CN4005300000000,40,53,"Grant County, OK",2021,2724,2655,69,2.5
CN4005500000000,40,55,"Greer County, OK",2021,1859,1764,95,5.1
CN4005700000000,40,57,"Harmon County, OK",2021,1184,1154,30,2.5
CN4005900000000,40,59,"Harper County, OK",2021,1789,1745,44,2.5
CN4006100000000,40,61,"Haskell County, OK",2021,4248,4027,221,5.2
CN4006300000000,40,63,"Hughes County, OK",2021,5191,4923,268,5.2
CN4006500000000,40,65,"Jackson County, OK",2021,10785,10481,304,2.8
CN4006700000000,40,67,"Jefferson County, OK",2021,2471,2373,98,4.0
CN4006900000000,40,69,"Johnston County, OK",2021,3684,3516,168,4.6
CN4007100000000,40,71,"Kay County, OK",2021,18421,17622,799,4.3
CN4007300000000,40,73,"Kingfisher County, OK",2021,8647,8419,228,2.6
CN4007500000000,40,75,"Kiowa County, OK",2021,3614,3493,121,3.3
CN4007700000000,40,77,"Latimer County, OK",2021,3086,2861,225,7.3
CN4007900000000,40,79,"Le Flore County, OK",2021,19236,18340,896,4.7
CN4008100000000,40,81,"Lincoln County, OK",2021,15810,15249,561,3.5
CN4008300000000,40,83,"Logan County, OK",2021,22737,21997,740,3.3
CN4008500000000,40,85,"Love County, OK",2021,6054,5896,158,2.6
CN4008700000000,40,87,"McClain County, OK",2021,20387,19754,633,3.1
CN4008900000000,40,89,"McCurtain County, OK",2021,15662,14969,693,4.4
CN4009100000000,40,91,"McIntosh County, OK",2021,7106,6674,432,6.1
CN4009300000000,40,93,"Major County, OK",2021,3680,3565,115,3.1
CN4009500000000,40,95,"Marshall County, OK",2021,6987,6731,256,3.7
CN4009700000000,40,97,"Mayes County, OK",2021,19364,18639,725,3.7
CN4009900000000,40,99,"Murray County, OK",2021,6097,5860,237,3.9
CN4010100000000,40,101,"Muskogee County, OK",2021,28881,27629,1252,4.3
CN4010300000000,40,103,"Noble County, OK",2021,5564,5423,141,2.5
CN4010500000000,40,105,"Nowata County, OK",2021,4637,4474,163,3.5
CN4010700000000,40,107,"Okfuskee County, OK",2021,4425,4210,215,4.9
CN4010900000000,40,109,"Oklahoma County, OK",2021,389697,373878,15819,4.1
CN4011100000000,40,111,"Okmulgee County, OK",2021,15459,14660,799,5.2
CN4011300000000,40,113,"Osage County, OK",2021,20265,19410,855,4.2
CN4011500000000,40,115,"Ottawa County, OK",2021,14418,13957,461,3.2
CN4011700000000,40,117,"Pawnee County, OK",2021,7283,6983,300,4.1
CN4011900000000,40,119,"Payne County, OK",2021,38102,36873,1229,3.2
CN4012100000000,40,121,"Pittsburg County, OK",2021,16392,15535,857,5.2
CN4012300000000,40,123,"Pontotoc County, OK",2021,19191,18552,639,3.3
CN4012500000000,40,125,"Pottawatomie County, OK",2021,32707,31444,1263,3.9
CN4012700000000,40,127,"Pushmataha County, OK",2021,4708,4508,200,4.2
CN4012900000000,40,129,"Roger Mills County, OK",2021,1802,1750,52,2.9
CN4013100000000,40,131,"Rogers County, OK",2021,44863,43285,1578,3.5
CN4013300000000,40,133,"Seminole County, OK",2021,9125,8662,463,5.1
CN4013500000000,40,135,"Sequoyah County, OK",2021,16550,15832,718,4.3
CN4013700000000,40,137,"Stephens County, OK",2021,18751,17907,844,4.5
CN4013900000000,40,139,"Texas County, OK",2021,11412,11202,210,1.8
CN4014100000000,40,141,"Tillman County, OK",2021,2921,2797,124,4.2
CN4014300000000,40,143,"Tulsa County, OK",2021,323923,310848,13075,4.0
CN4014500000000,40,145,"Wagoner County, OK",2021,38649,37279,1370,3.5
CN4014700000000,40,147,"Washington County, OK",2021,22455,21609,846,3.8
CN4014900000000,40,149,"Washita County, OK",2021,4963,4749,214,4.3
CN4015100000000,40,151,"Woods County, OK",2021,4733,4634,99,2.1
CN4015300000000,40,153,"Woodward County, OK",2021,8665,8300,365,4.2
CN4100100000000,41,1,"Baker County, OR",2021,7467,7083,384,5.1
CN4100300000000,41,3,"Benton County, OR",2021,47556,45683,1873,3.9
CN4100500000000,41,5,"Clackamas County, OR",2021,222815,212018,10797,4.8
CN4100700000000,41,7,"Clatsop County, OR",2021,19452,18284,1168,6.0
CN4100900000000,41,9,"Columbia County, OR",2021,24640,23222,1418,5.8
CN4101100000000,41,11,"Coos County, OR",2021,27033,25337,1696,6.3
CN4101300000000,41,13,"Crook County, OR",2021,10941,10205,736,6.7
